time,cold,zygote
1609199091,0,0
1609199092,0,0
1609199093,0,0
1609199094,0,0
1609199095,0,1
1609199096,0,0
1609199097,0,0
1609199098,0,0
1609199099,0,0
1609199100,0,0
1609199101,0,0
1609199102,0,0
1609199103,0,0
1609199104,0,0
1609199105,0,0
1609199106,0,0
1609199107,0,0
1609199108,0,0
1609199109,0,0
1609199110,0,0
1609199111,0,0
1609199112,0,0
1609199113,0,0
1609199114,0,0
1609199115,0,0
1609199116,0,0
1609199117,0,0
1609199118,0,0
1609199119,0,0
1609199120,0,0
1609199121,0,0
1609199122,0,0
1609199123,0,0
1609199124,0,0
1609199125,0,0
1609199126,0,0
1609199127,0,0
1609199128,0,0
1609199129,0,0
1609199130,0,0
1609199131,0,0
1609199132,0,0
1609199133,0,0
1609199134,0,0
1609199135,0,0
1609199136,0,0
1609199137,0,0
1609199138,0,0
1609199139,0,0
1609199140,0,0
1609199141,0,0
1609199142,0,0
1609199143,0,0
1609199144,0,0
1609199145,0,0
1609199146,0,0
1609199147,0,0
1609199148,0,0
1609199149,0,0
1609199150,1,0
1609199151,0,0
1609199152,0,0
1609199153,0,0
1609199154,0,0
1609199155,0,1
1609199156,0,0
1609199157,0,0
1609199158,0,0
1609199159,0,0
1609199160,0,0
1609199161,0,0
1609199162,0,0
1609199163,0,0
1609199164,0,0
1609199165,0,0
1609199166,0,0
1609199167,0,0
1609199168,0,0
1609199169,0,0
1609199170,0,0
1609199171,0,0
1609199172,0,0
1609199173,0,0
1609199174,0,0
1609199175,0,0
1609199176,0,0
1609199177,0,0
1609199178,0,0
1609199179,0,0
1609199180,0,0
1609199181,0,0
1609199182,0,0
1609199183,0,0
1609199184,0,0
1609199185,0,0
1609199186,0,0
1609199187,0,0
1609199188,0,0
1609199189,0,0
1609199190,0,0
1609199191,0,0
1609199192,0,0
1609199193,0,0
1609199194,0,0
1609199195,0,0
1609199196,0,0
1609199197,0,0
1609199198,0,0
1609199199,0,0
1609199200,0,0
1609199201,0,0
1609199202,0,0
1609199203,0,0
1609199204,0,0
1609199205,0,0
1609199206,0,0
1609199207,0,0
1609199208,0,0
1609199209,0,0
1609199210,1,0
1609199211,0,0
1609199212,1,0
1609199213,0,0
1609199214,0,0
1609199215,0,0
1609199216,0,1
1609199217,0,0
1609199218,0,0
1609199219,0,0
1609199220,0,0
1609199221,0,0
1609199222,0,0
1609199223,0,0
1609199224,0,0
1609199225,0,0
1609199226,0,0
1609199227,0,0
1609199228,0,0
1609199229,0,0
1609199230,0,0
1609199231,0,0
1609199232,0,0
1609199233,0,0
1609199234,0,0
1609199235,0,0
1609199236,0,0
1609199237,0,0
1609199238,0,0
1609199239,0,0
1609199240,0,0
1609199241,0,0
1609199242,0,0
1609199243,0,0
1609199244,0,0
1609199245,0,0
1609199246,0,0
1609199247,0,0
1609199248,0,0
1609199249,0,0
1609199250,0,0
1609199251,0,0
1609199252,0,0
1609199253,0,0
1609199254,0,0
1609199255,0,0
1609199256,0,0
1609199257,0,0
1609199258,0,0
1609199259,0,0
1609199260,0,0
1609199261,0,0
1609199262,0,0
1609199263,0,0
1609199264,0,0
1609199265,0,0
1609199266,0,0
1609199267,0,0
1609199268,0,0
1609199269,0,0
1609199270,0,0
1609199271,0,0
1609199272,0,0
1609199273,0,0
1609199274,0,0
1609199275,0,0
1609199276,0,0
1609199277,0,0
1609199278,0,0
1609199279,0,0
1609199280,0,0
1609199281,0,0
1609199282,0,0
1609199283,0,0
1609199284,0,0
1609199285,0,0
1609199286,0,0
1609199287,1,0
1609199288,0,0
1609199289,0,0
1609199290,0,0
1609199291,0,0
1609199292,0,0
1609199293,0,1
1609199294,0,0
1609199295,0,0
1609199296,0,0
1609199297,0,0
1609199298,0,0
1609199299,0,0
1609199300,0,0
1609199301,0,0
1609199302,0,0
1609199303,0,0
1609199304,0,0
1609199305,0,0
1609199306,0,0
1609199307,0,0
1609199308,0,0
1609199309,0,0
1609199310,0,0
1609199311,0,0
1609199312,0,0
1609199313,0,0
1609199314,0,0
1609199315,0,0
1609199316,0,0
1609199317,0,0
1609199318,0,0
1609199319,0,0
1609199320,0,0
1609199321,0,0
1609199322,0,0
1609199323,0,0
1609199324,0,0
1609199325,0,0
1609199326,0,0
1609199327,0,0
1609199328,0,0
1609199329,0,0
1609199330,0,0
1609199331,0,0
1609199332,0,0
1609199333,0,1
1609199334,0,0
1609199335,0,0
1609199336,0,0
1609199337,0,0
1609199338,0,0
1609199339,0,0
1609199340,0,0
1609199341,0,0
1609199342,0,0
1609199343,0,0
1609199344,0,0
1609199345,0,0
1609199346,0,0
1609199347,0,0
1609199348,0,0
1609199349,0,0
1609199350,0,0
1609199351,0,0
1609199352,0,0
1609199353,0,0
1609199354,0,0
1609199355,0,0
1609199356,0,0
1609199357,0,0
1609199358,0,0
1609199359,0,0
1609199360,0,0
1609199361,0,0
1609199362,0,0
1609199363,0,0
1609199364,0,0
1609199365,0,0
1609199366,0,0
1609199367,0,0
1609199368,0,0
1609199369,0,0
1609199370,0,0
1609199371,0,0
1609199372,0,0
1609199373,0,0
1609199374,0,0
1609199375,0,0
1609199376,0,0
1609199377,1,0
1609199378,0,0
1609199379,0,0
1609199380,0,0
1609199381,0,0
1609199382,0,0
1609199383,0,0
1609199384,0,0
1609199385,0,0
1609199386,0,0
1609199387,0,0
1609199388,0,0
1609199389,0,0
1609199390,0,0
1609199391,0,0
1609199392,0,0
1609199393,0,0
1609199394,0,0
1609199395,0,0
1609199396,0,0
1609199397,0,0
1609199398,0,0
1609199399,0,0
1609199400,0,0
1609199401,0,0
1609199402,0,0
1609199403,0,0
1609199404,0,0
1609199405,0,0
1609199406,0,0
1609199407,0,0
1609199408,0,0
1609199409,0,0
1609199410,0,0
1609199411,0,0
1609199412,0,0
1609199413,0,0
1609199414,0,0
1609199415,0,0
1609199416,0,0
1609199417,0,0
1609199418,0,0
1609199419,0,0
1609199420,0,0
1609199421,0,0
1609199422,0,0
1609199423,0,0
1609199424,0,0
1609199425,0,0
1609199426,0,0
1609199427,0,0
1609199428,0,0
1609199429,0,0
1609199430,0,0
1609199431,0,0
1609199432,0,0
1609199433,0,0
1609199434,0,0
1609199435,0,0
1609199436,0,0
1609199437,0,0
1609199438,0,0
1609199439,0,0
1609199440,0,0
1609199441,0,0
1609199442,0,0
1609199443,0,0
1609199444,0,0
1609199445,0,0
1609199446,0,0
1609199447,0,0
1609199448,0,0
1609199449,0,0
1609199450,0,0
1609199451,0,0
1609199452,0,0
1609199453,0,0
1609199454,0,0
1609199455,0,0
1609199456,0,0
1609199457,0,0
1609199458,0,0
1609199459,0,0
1609199460,0,0
1609199461,0,0
1609199462,0,0
1609199463,0,0
1609199464,0,0
1609199465,0,0
1609199466,0,0
1609199467,0,0
1609199468,0,0
1609199469,0,0
1609199470,0,0
1609199471,0,0
1609199472,0,0
1609199473,0,0
1609199474,0,0
1609199475,0,0
1609199476,0,0
1609199477,0,0
1609199478,0,0
1609199479,0,0
1609199480,0,0
1609199481,0,0
1609199482,0,0
1609199483,0,0
1609199484,0,0
1609199485,0,0
1609199486,0,0
1609199487,0,0
1609199488,0,0
1609199489,0,0
1609199490,0,0
1609199491,0,0
1609199492,0,0
1609199493,0,0
1609199494,0,0
1609199495,0,0
1609199496,0,0
1609199497,0,0
1609199498,0,0
1609199499,0,0
1609199500,0,0
1609199501,0,0
1609199502,0,0
1609199503,0,0
1609199504,0,0
1609199505,0,0
1609199506,0,0
1609199507,0,0
1609199508,0,0
1609199509,0,0
1609199510,0,0
1609199511,0,0
1609199512,0,0
1609199513,0,0
1609199514,0,0
1609199515,0,0
1609199516,0,0
1609199517,0,0
1609199518,0,0
1609199519,0,0
1609199520,0,0
1609199521,0,0
1609199522,0,0
1609199523,0,0
1609199524,0,0
1609199525,0,0
1609199526,0,0
1609199527,0,0
1609199528,0,0
1609199529,0,0
1609199530,0,0
1609199531,0,0
1609199532,0,0
1609199533,0,0
1609199534,0,0
1609199535,0,0
1609199536,0,0
1609199537,0,0
1609199538,0,0
1609199539,0,0
1609199540,0,0
1609199541,0,0
1609199542,0,0
1609199543,0,0
1609199544,0,0
1609199545,0,0
1609199546,0,0
1609199547,0,0
1609199548,0,0
1609199549,0,0
1609199550,0,0
1609199551,0,0
1609199552,0,0
1609199553,0,0
1609199554,0,0
1609199555,0,0
1609199556,0,0
1609199557,0,0
1609199558,0,0
1609199559,0,0
1609199560,0,0
1609199561,0,0
1609199562,0,0
1609199563,0,0
1609199564,0,0
1609199565,0,0
1609199566,0,0
1609199567,0,0
1609199568,0,0
1609199569,0,0
1609199570,0,0
1609199571,0,0
1609199572,0,0
1609199573,0,0
1609199574,0,0
1609199575,0,0
1609199576,0,0
1609199577,0,0
1609199578,0,0
1609199579,0,0
1609199580,0,0
1609199581,0,0
1609199582,0,0
1609199583,0,0
1609199584,0,0
1609199585,0,0
1609199586,0,0
1609199587,0,0
1609199588,0,0
1609199589,5,0
1609199590,0,0
1609199591,0,0
1609199592,0,0
1609199593,0,0
1609199594,5,0
1609199595,0,0
1609199596,0,0
1609199597,0,0
1609199598,0,0
1609199599,0,0
1609199600,0,0
1609199601,0,0
1609199602,1,0
1609199603,0,0
1609199604,0,0
1609199605,0,0
1609199606,0,0
1609199607,0,0
1609199608,0,0
1609199609,0,0
1609199610,0,1
1609199611,0,0
1609199612,0,2
1609199613,0,0
1609199614,0,0
1609199615,0,0
1609199616,0,1
1609199617,0,0
1609199618,0,0
1609199619,0,0
1609199620,0,0
1609199621,0,0
1609199622,0,0
1609199623,0,0
1609199624,0,0
1609199625,0,0
1609199626,0,0
1609199627,0,1
1609199628,0,0
1609199629,0,1
1609199630,0,0
1609199631,0,0
1609199632,1,2
1609199633,0,0
1609199634,0,0
1609199635,0,1
1609199636,0,1
1609199637,0,0
1609199638,0,1
1609199639,0,0
1609199640,0,0
1609199641,0,1
1609199642,0,2
1609199643,0,3
1609199644,0,1
1609199645,0,1
1609199646,0,0
1609199647,0,0
1609199648,2,0
1609199649,2,1
1609199650,2,1
1609199651,1,1
1609199652,0,0
1609199653,0,0
1609199654,1,0
1609199655,2,0
1609199656,1,0
1609199657,0,0
1609199658,0,0
1609199659,0,0
1609199660,0,0
1609199661,0,0
1609199662,5,0
1609199663,0,0
1609199664,0,0
1609199665,0,0
1609199666,0,0
1609199667,1,0
1609199668,0,0
1609199669,0,0
1609199670,0,0
1609199671,0,0
1609199672,0,0
1609199673,0,0
1609199674,0,0
1609199675,0,0
1609199676,0,0
1609199677,0,0
1609199678,0,0
1609199679,0,0
1609199680,0,0
1609199681,0,0
1609199682,0,0
1609199683,0,0
1609199684,0,0
1609199685,0,0
1609199686,0,0
1609199687,0,0
1609199688,0,0
1609199689,0,0
1609199690,0,0
1609199691,0,0
1609199692,1,0
1609199693,0,0
1609199694,0,0
1609199695,0,0
1609199696,0,0
1609199697,0,0
1609199698,0,0
1609199699,0,0
1609199700,1,0
1609199701,0,0
1609199702,0,1
1609199703,0,0
1609199704,0,0
1609199705,0,0
1609199706,0,0
1609199707,0,0
1609199708,0,0
1609199709,4,0
1609199710,3,0
1609199711,0,0
1609199712,0,0
1609199713,0,0
1609199714,0,1
1609199715,4,0
1609199716,0,0
1609199717,0,0
1609199718,0,0
1609199719,0,2
1609199720,0,0
1609199721,0,0
1609199722,3,0
1609199723,0,0
1609199724,0,0
1609199725,0,0
1609199726,0,0
1609199727,0,0
1609199728,0,0
1609199729,0,0
1609199730,0,0
1609199731,0,0
1609199732,0,0
1609199733,0,0
1609199734,0,0
1609199735,0,0
1609199736,0,0
1609199737,0,0
1609199738,0,0
1609199739,0,0
1609199740,0,0
1609199741,0,0
1609199742,0,0
1609199743,0,0
1609199744,0,0
1609199745,0,0
1609199746,0,0
1609199747,0,0
1609199748,0,0
1609199749,0,0
1609199750,0,0
1609199751,0,0
1609199752,0,0
1609199753,0,0
1609199754,0,0
1609199755,0,0
1609199756,0,0
1609199757,0,0
1609199758,0,0
1609199759,0,0
1609199760,0,0
1609199761,0,0
1609199762,0,0
1609199763,0,0
1609199764,0,0
1609199765,0,0
1609199766,0,0
1609199767,0,0
1609199768,0,0
1609199769,4,0
1609199770,2,0
1609199771,2,0
1609199772,0,0
1609199773,0,0
1609199774,0,0
1609199775,0,0
1609199776,2,0
1609199777,0,1
1609199778,1,0
1609199779,0,0
1609199780,0,0
1609199781,0,0
1609199782,0,0
1609199783,0,0
1609199784,0,0
1609199785,0,1
1609199786,0,0
1609199787,0,1
1609199788,0,0
1609199789,0,2
1609199790,0,0
1609199791,0,1
1609199792,0,0
1609199793,0,0
1609199794,0,0
1609199795,0,0
1609199796,0,0
1609199797,0,0
1609199798,0,0
1609199799,0,1
1609199800,0,0
1609199801,0,0
1609199802,0,0
1609199803,0,0
1609199804,0,0
1609199805,0,0
1609199806,0,0
1609199807,0,0
1609199808,0,0
1609199809,0,0
1609199810,0,0
1609199811,0,0
1609199812,0,0
1609199813,0,0
1609199814,0,0
1609199815,0,0
1609199816,0,0
1609199817,0,0
1609199818,0,0
1609199819,0,0
1609199820,0,0
1609199821,0,0
1609199822,0,0
1609199823,0,0
1609199824,0,0
1609199825,0,0
1609199826,0,0
1609199827,0,0
1609199828,0,0
1609199829,6,0
1609199830,3,0
1609199831,0,0
1609199832,0,0
1609199833,0,0
1609199834,0,0
1609199835,0,1
1609199836,2,0
1609199837,0,0
1609199838,0,0
1609199839,0,0
1609199840,0,0
1609199841,0,0
1609199842,0,0
1609199843,0,0
1609199844,0,0
1609199845,0,0
1609199846,0,0
1609199847,0,0
1609199848,0,0
1609199849,0,0
1609199850,0,0
1609199851,0,0
1609199852,0,0
1609199853,0,0
1609199854,0,0
1609199855,0,0
1609199856,0,0
1609199857,0,0
1609199858,0,0
1609199859,0,0
1609199860,0,0
1609199861,0,0
1609199862,0,0
1609199863,0,0
1609199864,0,0
1609199865,0,0
1609199866,0,0
1609199867,0,0
1609199868,0,0
1609199869,0,0
1609199870,0,0
1609199871,0,0
1609199872,0,0
1609199873,0,0
1609199874,0,0
1609199875,0,0
1609199876,0,0
1609199877,0,0
1609199878,0,0
1609199879,0,0
1609199880,0,0
1609199881,0,0
1609199882,0,0
1609199883,0,0
1609199884,0,0
1609199885,0,0
1609199886,0,0
1609199887,0,0
1609199888,0,0
1609199889,3,0
1609199890,3,0
1609199891,3,0
1609199892,1,0
1609199893,0,0
1609199894,0,0
1609199895,0,0
1609199896,1,0
1609199897,0,0
1609199898,0,0
1609199899,0,1
1609199900,0,1
1609199901,0,0
1609199902,0,0
1609199903,1,0
1609199904,0,1
1609199905,0,1
1609199906,0,0
1609199907,0,0
1609199908,0,2
1609199909,0,0
1609199910,0,0
1609199911,0,0
1609199912,0,0
1609199913,0,0
1609199914,0,0
1609199915,0,0
1609199916,0,0
1609199917,0,0
1609199918,0,0
1609199919,0,0
1609199920,0,0
1609199921,0,0
1609199922,0,0
1609199923,0,0
1609199924,0,0
1609199925,0,0
1609199926,0,0
1609199927,0,0
1609199928,0,0
1609199929,0,0
1609199930,0,0
1609199931,0,0
1609199932,0,0
1609199933,0,0
1609199934,0,0
1609199935,0,0
1609199936,0,0
1609199937,0,0
1609199938,0,0
1609199939,0,0
1609199940,0,0
1609199941,0,0
1609199942,0,0
1609199943,0,0
1609199944,0,0
1609199945,0,0
1609199946,0,1
1609199947,0,0
1609199948,0,1
1609199949,5,0
1609199950,2,0
1609199951,0,0
1609199952,0,0
1609199953,0,0
1609199954,1,0
1609199955,3,0
1609199956,0,0
1609199957,0,0
1609199958,0,0
1609199959,0,0
1609199960,0,0
1609199961,0,0
1609199962,0,0
1609199963,0,0
1609199964,0,0
1609199965,0,0
1609199966,0,0
1609199967,0,0
1609199968,0,0
1609199969,0,0
1609199970,0,0
1609199971,0,0
1609199972,0,0
1609199973,0,0
1609199974,0,0
1609199975,0,0
1609199976,0,0
1609199977,0,1
1609199978,0,0
1609199979,0,0
1609199980,0,0
1609199981,0,0
1609199982,0,0
1609199983,0,0
1609199984,0,0
1609199985,0,0
1609199986,0,0
1609199987,0,0
1609199988,1,0
1609199989,0,0
1609199990,0,0
1609199991,0,0
1609199992,0,0
1609199993,0,0
1609199994,0,0
1609199995,0,0
1609199996,0,0
1609199997,0,0
1609199998,0,0
1609199999,0,0
1609200000,0,0
1609200001,0,0
1609200002,0,0
1609200003,1,0
1609200004,0,0
1609200005,0,0
1609200006,0,1
1609200007,0,0
1609200008,0,0
1609200009,3,0
1609200010,4,0
1609200011,0,0
1609200012,0,0
1609200013,0,0
1609200014,0,0
1609200015,0,0
1609200016,4,0
1609200017,0,1
1609200018,0,0
1609200019,0,0
1609200020,0,0
1609200021,0,0
1609200022,0,0
1609200023,0,1
1609200024,0,0
1609200025,0,0
1609200026,0,0
1609200027,0,0
1609200028,0,0
1609200029,0,0
1609200030,0,0
1609200031,0,0
1609200032,0,0
1609200033,0,0
1609200034,0,0
1609200035,0,0
1609200036,0,0
1609200037,0,0
1609200038,0,0
1609200039,0,0
1609200040,0,0
1609200041,0,0
1609200042,0,0
1609200043,0,0
1609200044,0,0
1609200045,0,0
1609200046,0,0
1609200047,0,0
1609200048,0,0
1609200049,0,0
1609200050,0,0
1609200051,0,0
1609200052,0,0
1609200053,0,0
1609200054,0,0
1609200055,0,0
1609200056,0,0
1609200057,0,0
1609200058,0,0
1609200059,0,0
1609200060,0,0
1609200061,1,0
1609200062,0,0
1609200063,0,0
1609200064,0,1
1609200065,0,0
1609200066,0,0
1609200067,0,0
1609200068,0,0
1609200069,5,0
1609200070,2,0
1609200071,0,0
1609200072,0,0
1609200073,0,0
1609200074,0,0
1609200075,0,0
1609200076,1,0
1609200077,0,0
1609200078,3,0
1609200079,0,1
1609200080,0,0
1609200081,0,0
1609200082,0,0
1609200083,3,0
1609200084,0,0
1609200085,0,0
1609200086,0,0
1609200087,0,0
1609200088,0,0
1609200089,0,0
1609200090,0,0
1609200091,0,1
1609200092,0,0
1609200093,0,0
1609200094,0,0
1609200095,0,0
1609200096,0,0
1609200097,0,0
1609200098,0,0
1609200099,0,0
1609200100,0,0
1609200101,0,0
1609200102,0,0
1609200103,0,0
1609200104,0,0
1609200105,0,0
1609200106,0,0
1609200107,0,0
1609200108,0,0
1609200109,0,0
1609200110,0,0
1609200111,0,0
1609200112,0,0
1609200113,0,0
1609200114,0,0
1609200115,0,0
1609200116,0,0
1609200117,0,0
1609200118,0,0
1609200119,0,0
1609200120,0,0
1609200121,0,0
1609200122,0,0
1609200123,0,0
1609200124,0,0
1609200125,0,0
1609200126,0,0
1609200127,0,0
1609200128,0,0
1609200129,5,0
1609200130,1,0
1609200131,1,0
1609200132,0,0
1609200133,0,0
1609200134,0,0
1609200135,4,0
1609200136,0,1
1609200137,0,0
1609200138,0,1
1609200139,0,0
1609200140,1,0
1609200141,0,0
1609200142,0,1
1609200143,0,0
1609200144,0,2
1609200145,0,0
1609200146,0,0
1609200147,0,0
1609200148,0,0
1609200149,0,0
1609200150,0,0
1609200151,0,0
1609200152,0,0
1609200153,0,1
1609200154,0,0
1609200155,0,0
1609200156,0,0
1609200157,0,0
1609200158,0,0
1609200159,0,0
1609200160,2,0
1609200161,0,0
1609200162,0,1
1609200163,0,0
1609200164,0,0
1609200165,0,0
1609200166,0,0
1609200167,0,0
1609200168,0,0
1609200169,0,0
1609200170,0,0
1609200171,0,0
1609200172,0,0
1609200173,0,0
1609200174,0,0
1609200175,0,0
1609200176,0,0
1609200177,0,0
1609200178,0,0
1609200179,0,0
1609200180,0,0
1609200181,0,0
1609200182,0,0
1609200183,0,0
1609200184,0,0
1609200185,0,0
1609200186,0,0
1609200187,0,0
1609200188,0,1
1609200189,6,0
1609200190,0,0
1609200191,1,0
1609200192,0,0
1609200193,0,0
1609200194,0,0
1609200195,0,0
1609200196,0,0
1609200197,4,0
1609200198,0,0
1609200199,0,0
1609200200,0,0
1609200201,0,0
1609200202,0,0
1609200203,3,0
1609200204,0,0
1609200205,0,0
1609200206,0,0
1609200207,0,0
1609200208,0,0
1609200209,0,0
1609200210,0,0
1609200211,0,0
1609200212,0,0
1609200213,0,0
1609200214,0,0
1609200215,0,0
1609200216,0,0
1609200217,0,0
1609200218,0,0
1609200219,0,0
1609200220,0,0
1609200221,0,0
1609200222,0,0
1609200223,0,0
1609200224,0,0
1609200225,0,0
1609200226,0,0
1609200227,0,0
1609200228,0,0
1609200229,0,0
1609200230,0,0
1609200231,0,0
1609200232,0,0
1609200233,0,0
1609200234,0,0
1609200235,0,0
1609200236,0,0
1609200237,0,2
1609200238,0,0
1609200239,0,1
1609200240,0,0
1609200241,0,0
1609200242,0,0
1609200243,0,0
1609200244,0,0
1609200245,0,0
1609200246,0,0
1609200247,0,0
1609200248,2,0
1609200249,4,0
1609200250,4,0
1609200251,3,0
1609200252,0,0
1609200253,0,0
1609200254,0,0
1609200255,0,0
1609200256,0,0
1609200257,0,0
1609200258,0,0
1609200259,0,3
1609200260,0,1
1609200261,0,0
1609200262,0,0
1609200263,0,0
1609200264,0,0
1609200265,0,0
1609200266,0,0
1609200267,0,0
1609200268,0,0
1609200269,0,0
1609200270,0,0
1609200271,0,1
1609200272,0,0
1609200273,0,0
1609200274,0,0
1609200275,0,0
1609200276,2,0
1609200277,0,0
1609200278,0,0
1609200279,0,0
1609200280,0,2
1609200281,0,0
1609200282,0,0
1609200283,0,0
1609200284,0,0
1609200285,0,0
1609200286,0,0
1609200287,0,0
1609200288,0,0
1609200289,0,0
1609200290,0,0
1609200291,0,0
1609200292,0,0
1609200293,0,0
1609200294,0,0
1609200295,0,0
1609200296,0,0
1609200297,0,0
1609200298,0,0
1609200299,0,0
1609200300,0,0
1609200301,0,0
1609200302,0,0
1609200303,0,0
1609200304,0,0
1609200305,0,0
1609200306,0,0
1609200307,0,0
1609200308,0,0
1609200309,4,0
1609200310,2,0
1609200311,0,0
1609200312,0,0
1609200313,0,0
1609200314,0,0
1609200315,0,0
1609200316,2,0
1609200317,0,1
1609200318,3,0
1609200319,0,0
1609200320,0,0
1609200321,0,0
1609200322,0,0
1609200323,3,0
1609200324,0,0
1609200325,0,0
1609200326,0,0
1609200327,0,0
1609200328,0,0
1609200329,0,0
1609200330,0,0
1609200331,0,0
1609200332,0,0
1609200333,0,0
1609200334,0,0
1609200335,0,0
1609200336,0,0
1609200337,1,0
1609200338,0,0
1609200339,1,0
1609200340,0,0
1609200341,0,1
1609200342,0,0
1609200343,0,0
1609200344,0,0
1609200345,0,0
1609200346,0,0
1609200347,0,0
1609200348,0,0
1609200349,0,0
1609200350,0,0
1609200351,0,0
1609200352,0,0
1609200353,0,0
1609200354,0,0
1609200355,0,0
1609200356,0,0
1609200357,0,0
1609200358,0,1
