time,load,container
1610077665,0,2
1610077666,0,2
1610077667,2,2
1610077668,1,2
1610077669,1,2
1610077670,1,2
1610077671,1,2
1610077672,1,2
1610077673,1,2
1610077674,1,2
1610077675,1,2
1610077676,1,2
1610077677,1,2
1610077678,1,2
1610077679,1,2
1610077680,1,2
1610077681,1,2
1610077682,1,2
1610077683,1,2
1610077684,1,2
1610077685,1,2
1610077686,1,2
1610077687,1,2
1610077688,1,2
1610077689,1,2
1610077690,1,2
1610077691,1,2
1610077692,1,2
1610077693,1,2
1610077694,1,2
1610077695,1,2
1610077696,1,2
1610077697,1,2
1610077698,1,2
1610077699,1,2
1610077700,1,2
1610077701,1,2
1610077702,1,2
1610077703,1,2
1610077704,1,2
1610077705,1,2
1610077706,1,2
1610077707,1,2
1610077708,1,2
1610077709,1,2
1610077710,1,2
1610077711,1,2
1610077712,2,2
1610077713,1,2
1610077714,1,2
1610077715,2,1
1610077716,3,1
1610077717,2,1
1610077718,3,1
1610077719,3,1
1610077720,3,1
1610077721,3,1
1610077722,3,1
1610077723,3,1
1610077724,2,1
1610077725,3,1
1610077726,4,1
1610077727,3,1
1610077728,3,1
1610077729,4,2
1610077730,4,2
1610077731,4,2
1610077732,4,3
1610077733,4,5
1610077734,4,6
1610077735,4,7
1610077736,4,8
1610077737,5,9
1610077738,4,10
1610077739,4,11
1610077740,5,11
1610077741,5,11
1610077742,5,11
1610077743,5,11
1610077744,5,11
1610077745,5,11
1610077746,4,11
1610077747,5,11
1610077748,5,11
1610077749,5,11
1610077750,5,11
1610077751,4,11
1610077752,5,11
1610077753,4,11
1610077754,5,11
1610077755,5,11
1610077756,5,11
1610077757,5,11
1610077758,4,11
1610077759,4,11
1610077760,5,11
1610077761,4,11
1610077762,4,11
1610077763,5,11
1610077764,6,11
1610077765,5,11
1610077766,6,11
1610077767,5,11
1610077768,6,11
1610077769,5,11
1610077770,6,11
1610077771,6,9
1610077772,6,9
1610077773,5,7
1610077774,6,7
1610077775,5,7
1610077776,6,7
1610077777,5,5
1610077778,6,5
1610077779,6,5
1610077780,4,5
1610077781,5,6
1610077782,5,6
1610077783,4,7
1610077784,5,7
1610077785,4,8
1610077786,6,8
1610077787,4,8
1610077788,5,8
1610077789,5,8
1610077790,5,8
1610077791,4,8
1610077792,5,8
1610077793,7,8
1610077794,4,8
1610077795,5,8
1610077796,5,8
1610077797,5,8
1610077798,4,8
1610077799,5,8
1610077800,4,8
1610077801,6,8
1610077802,5,8
1610077803,5,8
1610077804,6,8
1610077805,4,8
1610077806,5,8
1610077807,3,8
1610077808,5,8
1610077809,5,8
1610077810,5,8
1610077811,6,8
1610077812,4,8
1610077813,5,8
1610077814,4,8
1610077815,5,8
1610077816,5,8
1610077817,4,8
1610077818,5,8
1610077819,5,7
1610077820,5,7
1610077821,5,7
1610077822,4,7
1610077823,5,7
1610077824,4,7
1610077825,5,7
1610077826,4,7
1610077827,5,7
1610077828,5,7
1610077829,4,7
1610077830,6,7
1610077831,5,7
1610077832,5,7
1610077833,6,7
1610077834,4,7
1610077835,3,7
1610077836,5,7
1610077837,5,7
1610077838,4,7
1610077839,4,7
1610077840,4,7
1610077841,4,6
1610077842,5,6
1610077843,5,6
1610077844,6,6
1610077845,5,6
1610077846,5,6
1610077847,4,6
1610077848,4,6
1610077849,3,6
1610077850,4,6
1610077851,4,6
1610077852,3,6
1610077853,4,6
1610077854,4,6
1610077855,3,6
1610077856,4,6
1610077857,3,6
1610077858,4,6
1610077859,4,6
1610077860,3,6
1610077861,5,6
1610077862,3,6
1610077863,4,6
1610077864,4,6
1610077865,3,6
1610077866,4,6
1610077867,4,6
1610077868,3,6
1610077869,4,6
1610077870,5,6
1610077871,4,6
1610077872,5,6
1610077873,5,6
1610077874,6,6
1610077875,6,6
1610077876,4,6
1610077877,5,6
1610077878,6,6
1610077879,9,6
1610077880,4,6
1610077881,3,6
1610077882,5,6
1610077883,4,6
1610077884,4,6
1610077885,4,6
1610077886,6,6
1610077887,4,6
1610077888,4,6
1610077889,5,6
1610077890,4,6
1610077891,4,6
1610077892,5,6
1610077893,4,6
1610077894,4,6
1610077895,3,6
1610077896,5,7
1610077897,7,7
1610077898,3,7
1610077899,5,7
1610077900,5,7
1610077901,5,7
1610077902,4,7
1610077903,5,7
1610077904,6,7
1610077905,4,7
1610077906,4,7
1610077907,4,7
1610077908,5,7
1610077909,3,7
1610077910,7,7
1610077911,7,7
1610077912,6,7
1610077913,7,7
1610077914,6,7
1610077915,6,7
1610077916,5,7
1610077917,4,7
1610077918,4,7
1610077919,5,7
1610077920,5,7
1610077921,4,7
1610077922,4,7
1610077923,4,7
1610077924,4,7
1610077925,3,7
1610077926,4,7
1610077927,4,7
1610077928,3,7
1610077929,7,7
1610077930,5,7
1610077931,5,7
1610077932,8,7
1610077933,8,7
1610077934,6,7
1610077935,8,7
1610077936,7,7
1610077937,6,7
1610077938,6,7
1610077939,8,7
1610077940,6,7
1610077941,8,7
1610077942,6,7
1610077943,9,7
1610077944,6,7
1610077945,4,7
1610077946,6,7
1610077947,6,7
1610077948,6,7
1610077949,7,7
1610077950,7,7
1610077951,6,7
1610077952,6,7
1610077953,7,7
1610077954,7,7
1610077955,6,7
1610077956,7,8
1610077957,7,8
1610077958,9,8
1610077959,6,8
1610077960,7,8
1610077961,6,8
1610077962,9,8
1610077963,7,8
1610077964,7,8
1610077965,7,8
1610077966,8,8
1610077967,6,8
1610077968,8,8
1610077969,5,8
1610077970,8,8
1610077971,8,8
1610077972,6,8
1610077973,8,8
1610077974,9,8
1610077975,6,8
1610077976,6,8
1610077977,6,8
1610077978,3,8
1610077979,7,8
1610077980,4,8
1610077981,4,8
1610077982,4,8
1610077983,5,8
1610077984,6,8
1610077985,5,8
1610077986,4,8
1610077987,5,8
1610077988,4,8
1610077989,3,8
1610077990,4,8
1610077991,4,8
1610077992,5,8
1610077993,4,8
1610077994,5,8
1610077995,3,8
1610077996,4,8
1610077997,5,8
1610077998,3,8
1610077999,4,8
1610078000,4,8
1610078001,3,8
1610078002,4,8
1610078003,4,8
1610078004,3,8
1610078005,4,8
1610078006,4,8
1610078007,3,8
1610078008,4,8
1610078009,4,8
1610078010,3,8
1610078011,4,8
1610078012,4,8
1610078013,3,8
1610078014,4,8
1610078015,3,8
1610078016,4,8
1610078017,4,8
1610078018,3,8
1610078019,4,8
1610078020,4,8
1610078021,3,7
1610078022,4,7
1610078023,4,7
1610078024,3,7
1610078025,4,7
1610078026,3,7
1610078027,4,6
1610078028,4,6
1610078029,3,6
1610078030,4,6
1610078031,4,6
1610078032,3,6
1610078033,4,5
1610078034,4,5
1610078035,3,5
1610078036,4,5
1610078037,3,5
1610078038,4,5
1610078039,3,5
1610078040,4,5
1610078041,4,5
1610078042,4,5
1610078043,3,5
1610078044,4,5
1610078045,4,4
1610078046,3,4
1610078047,4,4
1610078048,4,4
1610078049,3,4
1610078050,4,4
1610078051,4,4
1610078052,3,4
1610078053,4,4
1610078054,3,4
1610078055,4,4
1610078056,4,4
1610078057,3,4
1610078058,4,4
1610078059,4,4
1610078060,3,4
1610078061,4,4
1610078062,4,4
1610078063,3,4
1610078064,4,4
1610078065,4,4
1610078066,3,4
1610078067,4,4
1610078068,4,4
1610078069,3,4
1610078070,4,4
1610078071,4,4
1610078072,3,4
1610078073,4,4
1610078074,4,4
1610078075,3,4
1610078076,4,4
1610078077,4,4
1610078078,3,4
1610078079,4,4
1610078080,4,4
1610078081,3,4
1610078082,4,4
1610078083,3,4
1610078084,4,4
1610078085,4,4
1610078086,3,4
1610078087,4,4
1610078088,3,4
1610078089,4,4
1610078090,4,4
1610078091,3,4
1610078092,4,4
1610078093,3,4
1610078094,4,4
1610078095,4,4
1610078096,3,4
1610078097,4,4
1610078098,3,4
1610078099,4,4
1610078100,4,4
1610078101,3,4
1610078102,4,4
1610078103,3,4
1610078104,4,4
1610078105,3,4
1610078106,4,4
1610078107,3,4
1610078108,4,4
1610078109,4,4
1610078110,3,4
1610078111,4,4
1610078112,4,4
1610078113,3,4
1610078114,4,4
1610078115,3,4
1610078116,4,4
1610078117,4,4
1610078118,3,4
1610078119,4,4
1610078120,4,4
1610078121,3,4
1610078122,4,4
1610078123,4,4
1610078124,3,4
1610078125,4,4
1610078126,3,4
1610078127,4,4
1610078128,4,4
1610078129,3,4
1610078130,4,4
1610078131,3,4
1610078132,4,4
1610078133,4,4
1610078134,3,4
1610078135,4,4
1610078136,4,4
1610078137,3,4
1610078138,4,4
1610078139,3,4
1610078140,4,4
1610078141,4,4
1610078142,3,4
1610078143,4,4
1610078144,4,4
1610078145,3,4
1610078146,4,4
1610078147,4,4
1610078148,3,4
1610078149,4,4
1610078150,3,4
1610078151,3,4
1610078152,3,4
1610078153,3,4
1610078154,3,4
1610078155,3,4
1610078156,3,4
1610078157,3,4
1610078158,3,4
1610078159,3,4
1610078160,3,4
1610078161,3,4
1610078162,3,4
1610078163,3,4
1610078164,3,4
1610078165,3,4
1610078166,3,4
1610078167,3,4
1610078168,3,4
1610078169,3,4
1610078170,3,4
1610078171,3,4
1610078172,3,4
1610078173,3,4
1610078174,3,4
1610078175,3,4
1610078176,3,4
1610078177,3,4
1610078178,3,4
1610078179,3,4
1610078180,3,4
1610078181,3,4
1610078182,3,4
1610078183,3,4
1610078184,3,4
1610078185,3,4
1610078186,3,4
1610078187,3,4
1610078188,3,4
1610078189,3,4
1610078190,3,4
1610078191,3,4
1610078192,3,4
1610078193,3,4
1610078194,3,4
1610078195,3,4
1610078196,3,4
1610078197,3,3
1610078198,3,3
1610078199,3,3
1610078200,3,3
1610078201,3,3
1610078202,3,3
1610078203,3,3
1610078204,3,3
1610078205,3,3
1610078206,3,3
1610078207,3,3
1610078208,3,3
1610078209,3,3
1610078210,3,3
1610078211,3,3
1610078212,3,3
1610078213,3,3
1610078214,3,3
1610078215,3,3
1610078216,3,3
1610078217,3,3
1610078218,3,3
1610078219,3,3
1610078220,3,3
1610078221,3,3
1610078222,3,3
1610078223,3,3
1610078224,3,3
1610078225,3,3
1610078226,3,3
1610078227,3,3
1610078228,3,3
1610078229,3,3
1610078230,3,3
1610078231,3,3
1610078232,3,3
1610078233,3,3
1610078234,3,3
1610078235,3,3
1610078236,3,3
1610078237,3,3
1610078238,3,3
1610078239,3,3
1610078240,3,3
1610078241,3,3
1610078242,3,3
1610078243,3,3
1610078244,3,3
1610078245,3,3
1610078246,3,3
1610078247,3,3
1610078248,3,3
1610078249,3,3
1610078250,3,3
1610078251,3,3
1610078252,3,3
1610078253,3,3
1610078254,3,3
1610078255,3,3
1610078256,3,3
1610078257,3,3
1610078258,3,3
1610078259,3,3
1610078260,3,3
1610078261,3,3
1610078262,3,3
1610078263,3,3
1610078264,3,3
1610078265,3,3
1610078266,3,3
1610078267,3,3
1610078268,3,3
1610078269,3,3
1610078270,3,3
1610078271,3,3
1610078272,3,3
1610078273,3,3
1610078274,3,3
1610078275,3,3
1610078276,3,3
1610078277,3,3
1610078278,3,3
1610078279,3,3
1610078280,3,3
1610078281,3,3
1610078282,3,3
1610078283,3,3
1610078284,3,3
1610078285,3,3
1610078286,3,3
1610078287,3,3
1610078288,3,3
1610078289,3,3
1610078290,3,3
1610078291,3,3
1610078292,3,3
1610078293,3,3
1610078294,3,3
1610078295,3,3
1610078296,3,3
1610078297,3,3
1610078298,3,3
1610078299,3,3
1610078300,3,3
1610078301,3,3
1610078302,3,3
1610078303,3,3
1610078304,3,3
1610078305,3,3
1610078306,3,3
1610078307,3,3
1610078308,3,3
1610078309,3,3
1610078310,3,3
1610078311,3,3
1610078312,3,3
1610078313,3,3
1610078314,3,3
1610078315,3,3
1610078316,3,3
1610078317,3,3
1610078318,3,3
1610078319,3,3
1610078320,3,3
1610078321,3,3
1610078322,3,3
1610078323,3,3
1610078324,3,3
1610078325,3,3
1610078326,3,3
1610078327,3,3
1610078328,2,3
1610078329,2,3
1610078330,2,3
1610078331,2,3
1610078332,2,3
1610078333,2,3
1610078334,2,3
1610078335,2,3
1610078336,2,3
1610078337,2,3
1610078338,2,3
1610078339,2,3
1610078340,2,3
1610078341,2,3
1610078342,2,3
1610078343,2,3
1610078344,2,3
1610078345,2,3
1610078346,2,3
1610078347,1,3
1610078348,3,3
1610078349,2,3
1610078350,2,3
1610078351,2,3
1610078352,2,3
1610078353,2,3
1610078354,2,3
1610078355,2,3
1610078356,2,3
1610078357,2,3
1610078358,2,3
1610078359,2,3
1610078360,2,3
1610078361,2,3
1610078362,2,3
1610078363,1,3
1610078364,1,3
1610078365,1,3
1610078366,1,3
1610078367,1,3
1610078368,1,3
1610078369,1,3
1610078370,1,3
1610078371,1,3
1610078372,1,3
1610078373,1,3
1610078374,1,3
1610078375,1,3
1610078376,1,3
1610078377,1,3
1610078378,1,3
1610078379,1,3
1610078380,1,3
1610078381,1,3
1610078382,1,3
1610078383,1,3
1610078384,1,3
1610078385,1,3
1610078386,1,3
1610078387,1,3
1610078388,1,3
1610078389,1,3
1610078390,0,3
1610078391,2,3
1610078392,1,3
1610078393,1,3
1610078394,1,3
1610078395,1,3
1610078396,1,3
1610078397,1,2
1610078398,1,2
1610078399,1,2
1610078400,1,2
1610078401,1,2
1610078402,1,2
1610078403,1,2
1610078404,1,2
1610078405,1,2
1610078406,1,2
1610078407,1,2
1610078408,1,2
1610078409,1,2
1610078410,1,2
1610078411,1,2
1610078412,1,2
1610078413,1,2
1610078414,1,2
1610078415,1,2
1610078416,1,2
1610078417,1,2
1610078418,1,2
1610078419,1,2
1610078420,1,2
1610078421,1,2
1610078422,1,2
1610078423,1,2
1610078424,1,2
1610078425,1,2
1610078426,1,2
1610078427,1,2
1610078428,1,2
1610078429,1,2
1610078430,1,2
1610078431,1,2
1610078432,1,2
1610078433,1,2
1610078434,1,2
1610078435,1,2
1610078436,1,2
1610078437,1,2
1610078438,1,2
1610078439,1,1
1610078440,1,1
1610078441,1,1
1610078442,1,1
1610078443,1,1
1610078444,1,1
1610078445,1,1
1610078446,1,1
1610078447,1,1
1610078448,1,1
1610078449,1,1
1610078450,1,1
1610078451,1,1
1610078452,1,1
1610078453,1,1
1610078454,1,1
1610078455,1,1
1610078456,1,1
1610078457,1,1
1610078458,1,1
1610078459,1,1
1610078460,1,1
1610078461,1,1
1610078462,1,1
1610078463,1,1
1610078464,1,1
1610078465,1,1
1610078466,1,1
1610078467,1,1
1610078468,1,1
1610078469,1,1
1610078470,1,1
1610078471,1,1
1610078472,1,1
1610078473,1,1
1610078474,0,1
1610078475,0,1
1610078476,0,1
1610078477,0,1
1610078478,0,1
1610078479,0,1
1610078480,0,1
1610078481,0,1
1610078482,0,1
1610078483,0,1
1610078484,0,1
1610078485,0,1
1610078486,0,1
1610078487,0,1
1610078488,0,1
1610078489,0,1
1610078490,0,1
1610078491,0,1
1610078492,0,1
1610078493,0,1
1610078494,0,1
1610078495,0,1
1610078496,0,1
1610078497,0,1
1610078498,0,1
1610078499,0,1
1610078500,0,1
1610078501,0,1
1610078502,0,1
1610078503,0,1
1610078504,0,1
1610078505,0,1
1610078506,0,1
1610078507,0,1
1610078508,0,1
1610078509,0,1
1610078510,0,1
1610078511,0,1
1610078512,0,1
1610078513,0,1
1610078514,0,1
1610078515,0,1
1610078516,0,1
1610078517,0,1
1610078518,0,1
1610078519,0,1
1610078520,0,1
1610078521,0,0
1610078522,0,0
1610078523,0,0
1610078524,0,0
1610078525,0,0
1610078526,0,0
1610078527,0,0
1610078528,0,0
1610078529,0,0
1610078530,0,0
1610078531,0,0
1610078532,0,0
1610078533,0,0
1610078534,0,0
